CUSIP,MASTER_DEAL_NO,NINAMES,PRINCIPALAMOUNT,EXCHANGE,INDUSTRY,MKTVALUEPF,industry_code,year,fees,offer_price
442487,212030002,Hovnanian Enterprises Inc,15,New York,Construction,170.2,1,1995,6.5,7.5
320245,212049002,First Financial Management,110.8,New York,Pers/Bus/Rep Svc,1094.9,7,1995,3.249,34.625
571728,212452002,Marsam Pharmaceuticals Inc,24.216,Nasdaq,Manufacturing,112,2,1995,5.951,10.25
698462,212592002,Panhandle Eastern Corp,103.2,New York,Natural Resource,1124.5,1,1995,4.093,10.75
030948,212593002,Ameriscribe Corp,20,New York,Manufacturing,,2,1995,6,10
007923,212615002,Advanced Telecommunications,57,Nasdaq,Telephone Commun,396.1,4,1995,4.105,19
170032,212664002,Chiquita Brands International,155.414,New York,Agriculture,,0,1995,3.438,43.625
825397,212689002,Showscan Corp,12.375,Nasdaq,Leisure,38.5,7,1995,7.515,8.25
827064,212720002,"Silicon Valley Bancshares,CA",12.9,Nasdaq,Commercial Bank,77.1,6,1995,6.047,10.75
584911,219086002,MedChem Products Inc,28.125,New York,Manufacturing,110.1,2,1995,6.56,12.5
771497,219168002,Rochester Medical Corp,6,Nasdaq,Manufacturing,10.2,3,1995,10,15
693624,219327034,PS Group Inc,296.25,New York,Pers/Bus/Rep Svc,,7,1995,,
783764,219333034,Ryland Group Inc,42.25,New York,Construction,298.1,1,1995,,
004325,219334034,Acclaim Entertainment Inc,38.25,Nasdaq,Pers/Bus/Rep Svc,263.2,7,1995,,
417119,219351002,Hartmarx Corp,30.4,New York,Retail,228.4,5,1995,4.737,9.5
316811,219352002,50-Off Stores Inc,15.6,Nasdaq,Retail,173,5,1995,6.25,26
778901,219356002,Rotech Medical Corp,9.75,Nasdaq,Healthcare,26.5,8,1995,6,7.5
210723,219372002,Consumers Water Co,9.45,Nasdaq,Water Supply,106.3,4,1995,4.635,15.75
693344,219438002,PHP Healthcare Corp,19.8,New York,Healthcare,208.2,8,1995,5.636,22
413459,219483002,Harper Group Inc,29.355,Nasdaq,Transportation,287.1,4,1995,3.845,25.75
64124E,219648002,Neurogen Corp,7.2,Nasdaq,Manufacturing,31.4,2,1995,7,4
751582,219774002,Ramsay Health Care Inc,33.75,Nasdaq,Healthcare,220.1,8,1995,5.52,12.5
896088,219775002,TriCare Inc,13.5,Nasdaq,Healthcare,49.2,8,1995,6,13.5
225222,219779002,Cray Computer Corp,56.25,Nasdaq,Manufacturing,297.1,3,1995,5,12.5
928500,219851034,Vitrifix of North America,6,Nasdaq,Manufacturing,,3,1995,,
452907,219908002,Immunomedics Inc,15.4,Nasdaq,Manufacturing,179.4,2,1995,7,7
151186,219916002,Celtrix Laboratories Inc,18.375,Nasdaq,Manufacturing,42.3,2,1995,6.057,8.75
844730,220039002,"SouthTrust Corp,Birmingham,AL",33.413,Nasdaq,Commercial Bank,709.7,6,1995,3.111,24.75
584105,220041002,Medex Inc,20.25,Nasdaq,Manufacturing,128.6,3,1995,5.556,22.5
388218,220375002,Grant Tensor Geophysical Corp,4.39,Nasdaq,Natural Resource,88,1,1995,6,7.5
826425,220746002,Sierra Pacific Resources Corp,39.825,New York,Electric Service,550.9,4,1995,3.254,22.125
032165,221137002,"AmSouth Bancorp,Alabama",69.6,New York,Other Finance,759.2,6,1995,3.517,29
40424E,221524002,HMO America Inc,27.25,Nasdaq,Healthcare,,8,1995,5.945,13.625
981904,221531002,WorldCorp Inc,34.589,New York,Transportation,84.3,4,1995,6.308,6.5
681925,221681002,Omni Films International Inc,5.1,Nasdaq,Manufacturing,18.7,2,1995,10,6
412824,221782034,Harleysville Group Inc,33.55,Nasdaq,Insurance,278.6,6,1995,,
068055,221830002,"Barnett Banks,Jacksonville,FL",133.875,New York,Commercial Bank,3913.9,6,1995,2.924,29.75
570437,221831002,"Mark Twain Bancshares,MO",19.25,Nasdaq,Commercial Bank,244.2,6,1995,5.766,19.25
499040,221927002,Knight-Ridder Inc,134.488,New York,Manufacturing,2662.5,2,1995,3.153,50.75
05527L,221967002,BB&T Financial Corp,30.203,Nasdaq,Commercial Bank,527,6,1995,6.212,21.25
532187,222147002,Lifecore Biomedical Inc,25.2,Nasdaq,Manufacturing,79.9,3,1995,6.25,12
139744,222219002,Capital Bancorporation Inc,14.935,Nasdaq,Commercial Bank,37.3,6,1995,7.034,14.5
022615,222230012,ALZA Corp,,New York,Manufacturing,,2,1995,,
450058,222355002,IRT Property Co,14.4,New York,REIT,122.3,6,1995,6,9
570387,222356002,Mark IV Industries Inc,55.25,New York,Manufacturing,258.7,3,1995,4.769,13
931154,222362002,Walbro Corp,16.125,Nasdaq,Manufacturing,64.7,3,1995,6.512,10.75
559164,222453002,Magic Restaurants Inc,3.9,Nasdaq,Restaurant/Hotel,9.7,5,1995,10,6
92239C,222634002,Vector Aeromotive Corp,5,Nasdaq,Manufacturing,9.9,3,1995,9.5,1
027428,222725002,American Medical Holdings Inc,126.36,New York,Healthcare,737.1,8,1995,5.026,9.75
989432,222729002,ZEOS International Ltd,43.596,Nasdaq,Manufacturing,145.4,3,1995,6,18
253833,222730002,Digital Biometrics Inc,7.375,Nasdaq,Manufacturing,41,3,1995,8.502,7.375
939334,222763002,"Washington Mutual,Seattle,WA",74.425,Nasdaq,S&L/Thrift,26828.7,6,1995,3.493,28.625
552953,222794002,MGM Grand Inc,255.617,New York,Leisure,555.4,7,1995,,12
303031,223193002,Facelifters Home Systems Inc,3.163,Nasdaq,Manufacturing,6.5,2,1995,10,2.75
456834,223199002,Infrasonics Inc,11.625,Nasdaq,Manufacturing,76.1,3,1995,7.226,7.75
000794,223202002,ACC Corp,9,Nasdaq,Telephone Commun,42,4,1995,6,10
22905A,223522034,Cryo-Chem International,6,Nasdaq,Wholesale,6,5,1995,,
775741,223691002,Rollins Truck Leasing Corp,18.906,New York,Pers/Bus/Rep Svc,300.8,7,1995,5.62,15.125
989365,224105002,Zenith Laboratories Inc,16.875,New York,Manufacturing,117.2,2,1995,5.956,11.25
926914,224148002,VideOcart Inc,29,Nasdaq,Pers/Bus/Rep Svc,157.8,7,1995,5.724,14.5
054681,224241002,Aydin Corp,11.75,New York,Manufacturing,115.8,3,1995,6.043,23.5
560345,224480002,Main Street and Main Inc,5.5,Nasdaq,Restaurant/Hotel,,5,1995,10,2
584907,224611002,Medical Graphics Corp,5.875,Nasdaq,Manufacturing,19.6,3,1995,5.277,11.75
449223,224848002,IBP Inc,360,New York,Manufacturing,709.9,2,1995,5.833,15
887315,224849002,Time Warner,2459.16,New York,Leisure,,7,1995,6,80
43714C,224877002,Home Intensive Care Inc,19.688,Nasdaq,Healthcare,68.1,8,1995,7.253,5.625
55267J,225000002,MCN Corp,38.475,New York,Gas Distribution,555.8,4,1995,3.743,21.375
45167R,225072002,IDEX Corp,22.875,New York,Manufacturing,191,3,1995,4.918,15.25
750862,225082002,Rainbow Technologies Inc,14,Nasdaq,Pers/Bus/Rep Svc,64.8,7,1995,6.5,14
126920,225085002,Cabletron Systems Inc,90,New York,Manufacturing,,3,1995,3.489,45
319825,225091002,"First Commercial Corp,Arkansas",19.6,Nasdaq,Commercial Bank,563,6,1995,5.786,28
282636,225255034,Ekco Group Inc,19.135,New York,Manufacturing,19.1,3,1995,,
580037,225277034,McDermott International Inc,108.125,New York,Pers/Bus/Rep Svc,1583.8,8,1995,,
058498,225289002,Ball Corp,94.531,New York,Manufacturing,156.7,3,1995,3.927,34.375
253798,225298002,Digi International Inc,35.625,Nasdaq,Manufacturing,,3,1995,5.768,23.75
256669,225355002,Dollar General Corp,32.133,New York,Retail,355.3,5,1995,4.993,17.625
204925,225361002,Computer Network Technology,6.75,Nasdaq,Manufacturing,54.6,3,1995,7.704,3.375
820286,225398002,Shaw Industries Inc,128.906,New York,Manufacturing,1045.9,2,1995,3.142,34.375
222372,225679002,Countrywide Credit Industries,164.25,New York,Mortgage Bank,643,6,1995,4.603,27.375
747262,225766002,QVC Network Inc,47.897,Nasdaq,Radio/TV/Telecom,339.6,4,1995,5.265,14.625
316866,225784002,Filene's Basement Corp,63.14,Nasdaq,Retail,,5,1995,4.773,22
589580,225889002,Meridian Bancorp Inc,45.6,Nasdaq,Commercial Bank,827.9,6,1995,3.474,19
687503,225901002,Orthomet Inc,5,Nasdaq,Manufacturing,21.3,3,1995,8,5
745313,226211002,"Puget Sound Bancorp,Tacoma,WA",45.938,Nasdaq,Commercial Bank,505,6,1995,3.886,26.25
855030,226245002,Staples Inc,59.8,Nasdaq,Retail,88.3,5,1995,4.957,23
37245J,226503002,Gentner Communications Corp,3.75,Nasdaq,Manufacturing,,3,1995,10,1
205887,226509002,ConAgra Inc,506.528,New York,Manufacturing,5027,2,1995,1.622,46.25
902128,226585002,Tyco Toys Inc,52,Nasdaq,Manufacturing,406.1,3,1995,5,26
393154,226589002,Green Mountain Power Corp,11.3,New York,Electric Service,118.9,4,1995,4.177,28.25
171196,226712002,Chrysler Corp,303.75,New York,Manufacturing,2718.7,3,1995,4.642,10.125
419141,226863002,Hauser Chemical Research Inc,34.488,Nasdaq,Manufacturing,314.6,2,1995,7.226,15.5
053332,226890002,Autozone Inc,94.238,New York,Retail,1530.1,5,1995,4.011,44.875
440900,226931002,Hospital Staffing Services Inc,11,Nasdaq,Healthcare,52.1,8,1995,7,10
G90751,227173002,Triton Energy Corp,91.2,New York,Natural Resource,,1,1995,4,38
682305,227192002,Oncogene Science Inc,17.6,Nasdaq,Manufacturing,69.8,2,1995,6.909,5.5
878237,227207002,Tech Data Corp,34.4,Nasdaq,Wholesale,165.8,5,1995,4.651,21.5
802183,227236002,Santa Fe Pacific Corp,210.502,New York,Transportation,1621.6,4,1995,4.373,9.375
291586,227355002,Empi Inc,14.25,Nasdaq,Manufacturing,51.7,3,1995,6.267,15
950755,227706002,Werner Enterprises Inc,22.95,Nasdaq,Transportation,266.3,4,1995,4.824,25.5
861589,227711002,Stone Container Corp,159,New York,Manufacturing,1375.8,2,1995,3.748,19.875
834182,227712002,Solectron Corp,36.75,Nasdaq,Manufacturing,197.1,3,1995,5.224,24.5
02368N,227726002,American Adj Rate Term Tr 1997,250,New York,Investment Fund,505.4,6,1995,4,10
370172,227799034,General Kinetics Inc,10.625,Nasdaq,Manufacturing,10.6,3,1995,,
247909,227802002,Delta Woodside Industries Inc,103.5,New York,Manufacturing,605,2,1995,4.478,23
132158,227813002,Aquila Biopharms Inc,25.575,Nasdaq,Manufacturing,169.6,2,1995,6.452,7.75
374230,227886002,Gerrity Oil and Gas Corp,18,New York,Natural Resource,56.7,1,1995,7,6
228255,227892002,Crown Cork & Seal Co,65.069,New York,Manufacturing,2674.6,3,1995,2.006,89.75
337358,227894002,"First Union Corp,Charlotte,NC",168.75,New York,Commercial Bank,3333.3,6,1995,3.129,28.125
14769A,227903002,Care Group Inc,7.75,Nasdaq,Wholesale,27.1,5,1995,8.5,5
26633L,228129002,Duracell International Inc,276,New York,Manufacturing,2394.9,3,1995,3.757,28.75
073304,228238002,BE Avionics Inc,23,Nasdaq,Manufacturing,,3,1995,5.652,11.5
570387,228319034,Mark IV Industries Inc,55.584,New York,Manufacturing,316.4,3,1995,,
008488,228370002,Agouron Pharmaceuticals Inc,28.875,Nasdaq,Manufacturing,85.2,2,1995,5.974,19.25
934260,228447002,Warehouse Club Inc,8.5,Nasdaq,Retail,11.3,5,1995,,0.4
285859,228484002,Electronic Technology Group,3.6,Nasdaq,Manufacturing,7.9,3,1995,10,1.2
01642T,228540002,Alkermes Inc,35,Nasdaq,Manufacturing,106.8,2,1995,5.771,17.5
845905,228705002,"Sovereign Bancorp Inc,PA",23.125,Nasdaq,S&L/Thrift,191.5,6,1995,5.946,9.25
880769,228709034,Teradata Corp,44.563,Nasdaq,Manufacturing,44.6,3,1995,,
922602,228718002,Vencor Inc,49.125,Nasdaq,Healthcare,606.2,8,1995,4.885,32.75
918005,228719002,UtiliCorp United Inc,130,New York,Electric Service,646.2,4,1995,3.731,26
808905,228721002,Scios Inc,56.875,Nasdaq,Manufacturing,404.5,2,1995,5.231,22.75
235718,228761002,Damon Corp,74,New York,Healthcare,267.1,8,1995,5.514,18.5
380002,228798002,Glycomed Inc,37.5,Nasdaq,Pers/Bus/Rep Svc,180.8,8,1995,6,15
217753,228802002,COR Therapeutics Inc,36.5,Nasdaq,Manufacturing,,2,1995,5.753,18.25
368683,228932002,GENDEX Corp,26.5,Nasdaq,Manufacturing,135.6,3,1995,5.509,26.5
422214,228966002,HealthWatch Inc,3.8,Nasdaq,Pers/Bus/Rep Svc,734.2,7,1995,10,2
72764T,229088002,PLATINUM Technology Inc,77.4,Nasdaq,Pers/Bus/Rep Svc,327.7,7,1995,4.944,18
830137,229089002,Sizeler Property Investors Inc,15,New York,REIT,47.3,6,1995,6,10
143877,229131034,"Carolina First Corp,SC",13.875,Nasdaq,Commercial Bank,48.3,6,1995,,
628452,229206002,Mycogen Corp,29,Nasdaq,Agriculture,197.1,0,1995,5.241,14.5
193901,237093002,"Collective Bancorp Inc,NJ",36.445,Nasdaq,S&L/Thrift,180.1,6,1995,3.556,18
929394,237113002,Waban Inc,76,New York,Retail,621.7,5,1995,3.947,19
132426,237190002,Cambridge Neuroscience,18.375,Nasdaq,Manufacturing,105.7,2,1995,6.041,12.25
693475,237194002,"PNC Financial,Pittsburgh,PA",306.9,New York,Commercial Bank,4502.4,6,1995,2.768,42.625
382550,237512002,Goodyear Tire & Rubber Co,465,New York,Manufacturing,,3,1995,2.96,50
086516,237519002,Best Buy Co Inc,103.5,New York,Retail,387.2,5,1995,5.246,34.5
929297,237520002,WMS Industries Inc,45,New York,Manufacturing,265.8,3,1995,5.4,25
67060L,237521002,Nutmeg Industries Inc,36,New York,Manufacturing,145.3,2,1995,5,18
480074,237522002,Jones Apparel Group Inc,77.5,New York,Manufacturing,154.4,2,1995,4.8,25
958259,237656002,Western Gas Resources Inc,75.338,New York,Natural Resource,264.7,1,1995,5.007,18.375
04962L,237670002,Atrix Laboratories Inc,33.25,Nasdaq,Pers/Bus/Rep Svc,142.1,8,1995,7,19
449355,237671002,IDB Communications Group Inc,33.925,Nasdaq,Telephone Commun,142.3,4,1995,5.966,14.75
737679,237867002,Potomac Electric Power Company,57.813,New York,Electric Service,,4,1995,0.541,23.125
316185,237894002,Fidelity Medical Inc,15.4,Nasdaq,Manufacturing,33672.2,3,1995,8.499,9.625
874036,237911002,The Taiwan Fund Inc,31.825,New York,Investment Fund,170,6,1995,5,21.75
536311,237994002,Liposome Technology Inc,28.125,Nasdaq,Manufacturing,151.1,2,1995,7.04,9.375
194162,238098002,Colgate-Palmolive Co,300,New York,Manufacturing,3064.1,2,1995,3,40
121897,238122002,Burlington Northern Inc,257.4,New York,Transportation,3045.3,4,1995,2.741,35.75
059438,238207002,"BANC ONE Corp,Columbus,Ohio",258,New York,Commercial Bank,7157.8,6,1995,2.488,43
302571,238209002,FPL Group Inc,174.375,New York,Electric Service,1604.8,4,1995,2.351,34.875
090597,238283002,Biogen Inc,74,Nasdaq,Manufacturing,933.6,2,1995,4.324,37
388218,238290002,Grant Tensor Geophysical Corp,15.2,Nasdaq,Natural Resource,111.5,1,1995,6,9.5
45253H,238291002,ImmunoGen Inc,34,Nasdaq,Pers/Bus/Rep Svc,,8,1995,6,17
410120,238343002,Hancock Holding Co,22.95,Nasdaq,Commercial Bank,122,6,1995,5.353,17
859525,238401002,Sterling Savings Assn,20.625,Nasdaq,S&L/Thrift,29.6,6,1995,7.394,8.25
983919,238449002,Xilinx Inc,63.75,Nasdaq,Manufacturing,642.3,3,1995,4,25
926913,238456002,Viking Office Products Inc,59.95,Nasdaq,Retail,271.3,5,1995,4.991,27.25
682419,238457002,"One Valley Bancorp of WV,WV",27,Nasdaq,Commercial Bank,436.9,6,1995,5.5,30
87160F,238508002,Synetic Inc(Medco Containment),20.4,Nasdaq,Manufacturing,136.8,3,1995,2.941,34
151020,238523002,Celgene Corp,28,Nasdaq,Manufacturing,,2,1995,5.786,14
313747,238548002,Federal Realty Invstmnt Trust,49.5,New York,REIT,345.9,6,1995,5.5,18
720035,238556002,PictureTel Corp,57.6,Nasdaq,Manufacturing,145.4,3,1995,5,36
317867,238561002,Fingerhut Cos Inc,57.094,New York,Retail,605.2,5,1995,3.744,25.375
252900,238836002,Diagnostek Inc,89.213,New York,Retail,527.8,5,1995,4.503,22.875
885184,238912002,Thorn Apple Valley Inc,26.4,Nasdaq,Manufacturing,127.8,2,1995,5.455,33
911822,238914002,US Facilities Corp,17.625,Nasdaq,Insurance,40.9,6,1995,5.957,11.75
169617,238922002,Chipcom Corp,16.519,Nasdaq,Manufacturing,,3,1995,5.973,18.75
064057,238927034,"Bank of New York Co Inc,NY",149.375,New York,Commercial Bank,2221.3,6,1995,,
404150,239009002,HD Vest Inc,3.85,Nasdaq,Credit Inst.,29.5,6,1995,10,5.5
464330,239016002,Isis Pharmaceuticals Inc,10,Nasdaq,Manufacturing,146.9,2,1995,6,12.5
172736,239103002,Circon Corp,25,Nasdaq,Manufacturing,188.8,3,1995,4.8,25
898594,239114002,Tuboscope Corp,24.75,Nasdaq,Natural Resource,121.6,1,1995,5.018,6.875
812007,239115002,Seagull Energy Corp,30.9,New York,Gas Distribution,183.6,4,1995,4.272,25.75
208464,239145002,Conseco Inc,96.188,New York,Insurance,715,6,1995,4.737,57
584699,239322002,MedImmune Inc,108.75,Nasdaq,Manufacturing,,2,1995,4.989,43.5
100599,239421002,Boston Edison Co,61.75,New York,Electric Service,,4,1995,3.2,23.75
92532F,239422002,Vertex Pharmaceuticals Inc,22,Nasdaq,Manufacturing,95.1,2,1995,6.036,13.75
899035,239436002,Tuesday Morning Corp,19.213,Nasdaq,Retail,177.4,5,1995,5.283,13.25
285410,239437002,Electromedics Inc,11.25,Nasdaq,Manufacturing,65.3,3,1995,6.756,5.625
584944,239591002,Medisys Inc,10.2,Nasdaq,Healthcare,33.1,8,1995,7,6
450712,239676002,IWC Resources Corp,15.3,Nasdaq,Water Supply,106.9,4,1995,5.294,17
598374,239693002,Midwest Resources Inc,51.025,New York,Electric Service,1053.8,4,1995,3.21,19.625
871594,239852002,Synergen Inc,196,Nasdaq,Manufacturing,1125.3,2,1995,3.9,56
580037,239853002,McDermott International Inc,76.875,New York,Pers/Bus/Rep Svc,1141.5,8,1995,4.878,15.375
920387,239948002,Value City Department Stores,22.4,New York,Retail,488.4,5,1995,4.25,16
676220,239961002,Office Depot Inc,84,New York,Retail,6590,5,1995,4,42
15640T,239962002,"Centura Bank Inc,NC",5.386,New York,Commercial Bank,,6,1995,5.462,13
760911,239974002,Research Frontiers Inc,4.688,Nasdaq,Other Finance,,6,1995,8.5,7.5
860342,240034002,Stewart & Stevenson Services,47.7,Nasdaq,Manufacturing,845.6,3,1995,4,53
25057L,240035002,Designs Inc,22,Nasdaq,Retail,66.1,5,1995,6.182,11
231264,240038034,Curative Technologies Inc,20,Nasdaq,Healthcare,20,8,1995,,
004325,240064002,Acclaim Entertainment Inc,17,Nasdaq,Pers/Bus/Rep Svc,96.3,7,1995,6.588,4.25
216284,240151002,Cooker Restaurant Corp,10.2,Nasdaq,Restaurant/Hotel,197.5,5,1995,5.686,25.5
124927,240224002,"CFSB Bancorp Inc,Lansing,MI",5.951,Nasdaq,S&L/Thrift,26.9,6,1995,7,13
749208,241284002,RAC Income Fund Inc,25.06,New York,Investment Fund,149.5,6,1995,,12
481712,241711002,Jundt Growth Fund Inc,70.45,New York,Investment Fund,522.1,6,1995,,14.09
780910,242184002,Royce Value Trust Inc,6.799,New York,Other Finance,129.1,6,1995,,9.625
233202,243478034,DEP Corp,22.425,Nasdaq,Manufacturing,85.5,2,1995,,
14177Q,244354012,WP Carey & Co LLC,,New York,Real Estate,,6,1995,,
883556,245602012,Thermo Electron Corp,7.6,New York,Manufacturing,,3,1995,,
053332,2464670009,Autozone Inc,23.335,New York,Retail,,5,1995,4.011,44.875
880903,248670002,Terrano Corp,4.725,Nasdaq,Pers/Bus/Rep Svc,49.5,7,1995,10,3.375
766570,252914002,"Riggs Natl Corp,Washington,DC",50.072,Nasdaq,Commercial Bank,110.3,6,1995,,4.375
759656,255000034,REN Corp-USA,24.8,Nasdaq,Healthcare,,8,1995,,
758110,324091002,Reebok International Ltd,309.989,New York,Manufacturing,3018.8,3,1995,,26.382
362397,362269002,Gabelli Equity Trust Inc,63.06,New York,Investment Fund,407.5,6,1995,,8
073302,1098751009,B/E Aerospace Inc,7.2,Nasdaq,Manufacturing,132.9,3,1996,6,12
976592,1098754009,Wisconsin Central Transport,22.678,Nasdaq,Transportation,311.3,4,1996,5,29
730448,1098756009,Pogo Producing Co,14.175,New York,Natural Resource,348.9,1,1996,4.95,10.125
92224R,1098765009,Varity Corp,10.8,New York,Manufacturing,359.9,3,1996,4.7,12
077903,1098766009,Bell Sports Corp,12.25,Nasdaq,Manufacturing,,3,1996,,24.5
055472,1098767009,BISYS Group Inc,6.422,New York,Pers/Bus/Rep Svc,,7,1996,5.49,17.125
227111,1098768009,Crompton & Knowles Corp,15.375,New York,Manufacturing,68301.8,2,1996,4,20.5
317867,1098771009,Fingerhut Cos Inc,46.124,New York,Retail,729.9,5,1996,3.102,30.625
400518,1098772009,GTECH Holdings Corp,59.2,New York,Pers/Bus/Rep Svc,,7,1996,3.73,37
126920,1098778009,Cabletron Systems Inc,29.4,New York,Manufacturing,,3,1996,3,73.5
755246,1098788009,Read-Rite Corp,33.491,Nasdaq,Manufacturing,1036.3,3,1996,4.5,29.25
908640,1098792009,Union Texas Petroleum Holdings,121.667,New York,Natural Resource,1562.7,1,1996,3.79,18.25
05616J,1098797009,BWIP Holdings Inc,22.704,New York,Manufacturing,,3,1996,4.5,24
806528,1098800009,RP Scherer Corp,21.7,New York,Manufacturing,717.9,2,1996,3.23,31
695110,1098803009,PacifiCare Health Systems Inc,19.25,Nasdaq,Insurance,1108.2,6,1996,3.48,38.5
226091,1098804009,"Crestar Finl Corp,Richmond,VA",17.55,Nasdaq,Commercial Bank,1041,6,1996,3.49,29.25
55262C,1098810009,MBIA Inc,16.463,New York,Insurance,2115.7,6,1996,3.825,54.875
893532,1098813009,Transco Energy Co,10.238,New York,Oil/Gas Pipeline,565.2,4,1996,4.307,14.625
204932,1098818009,CompUSA Inc,11.79,New York,Retail,607,5,1996,4.366,32.75
714290,1098821009,Perrigo Co,28.8,Nasdaq,Manufacturing,,2,1996,4,32
362320,1098826009,GTE Corp,216.975,New York,Telephone Commun,,4,1996,2.25,32.875
480074,1098827009,Jones Apparel Group Inc,22.05,New York,Manufacturing,,2,1996,4.126,31.5
038222,1098829009,Applied Materials Inc,16.8,Nasdaq,Manufacturing,893.8,3,1996,4.29,24
209615,1098830009,Consolidated Natural Gas Co,17.4,New York,Gas Distribution,3798.5,4,1996,3.08,43.5
902760,1098831009,UJB Financial Corp,10.725,New York,Commercial Bank,891.7,6,1996,4.027,17.875
087509,1098835009,Bethlehem Steel Corp,19.5,New York,Manufacturing,1122.9,3,1996,4.23,13
68763F,1098837009,Oryx Energy Co,53.691,New York,Natural Resource,,1,1996,3.95,20.75
